ActionID,Timestamp,Product,CurrentStock,StockBeforeOrder,StockAfterOrder,PredictedDaysToDepletion,Confidence,UrgencyLevel,ReorderQuantity,Reasoning,LIMEEvidence,DecisionRationale,Status,AgentConsensus,ProcessingTimeMS,AutoApproved,InventoryUpdated
MULTI-20251126185809-4,2025-11-26T18:58:09.121180,Lays Chips,1112,1112,2918,0,0.7594813514636977,LOW,1806,"QuantityAgent: 📊 Optimal: 2388 units (EOQ: 2380, Urgency: LOW) | CostAgent: 💵 Cost-optimized: 1224 units (Est. savings: $11159.54)",QuantityAgent: StockPercentage: -1.65; AvgDailySales: -0.57 | CostAgent: StockPercentage: -1.60; CurrentStock: -0.56,Multi-Agent Consensus: 2 agents,AUTO_APPROVED,"{""QuantityAgent"": ""OPTIMIZE_QUANTITY"", ""CostAgent"": ""COST_OPTIMIZE""}",0,True,True
MULTI-20251126185809-5,2025-11-26T18:58:09.121180,Paneer (200g),1078,1078,3178,0,0.6769420149428388,MEDIUM,2100,"QuantityAgent: 📊 Optimal: 2736 units (EOQ: 2482, Urgency: MEDIUM) | CostAgent: 💵 Cost-optimized: 1464 units (Est. savings: $10528.74)",QuantityAgent: AvgDailySales: -2.01; CurrentStock: -1.76 | CostAgent: AvgDailySales: -1.91; CurrentStock: -1.55,Multi-Agent Consensus: 2 agents,AUTO_APPROVED,"{""QuantityAgent"": ""OPTIMIZE_QUANTITY"", ""CostAgent"": ""COST_OPTIMIZE""}",0,True,True
MULTI-20251126185809-6,2025-11-26T18:58:09.121180,Pepsi (2L),1105,1105,3067,0,0.7052394264865293,MEDIUM,1962,"QuantityAgent: 📊 Optimal: 2652 units (EOQ: 2401, Urgency: MEDIUM) | CostAgent: 💵 Cost-optimized: 1272 units (Est. savings: $10951.49)",QuantityAgent: StockPercentage: -1.63; CurrentStock: -0.60 | CostAgent: StockPercentage: -1.70; CurrentStock: -0.66,Multi-Agent Consensus: 2 agents,AUTO_APPROVED,"{""QuantityAgent"": ""OPTIMIZE_QUANTITY"", ""CostAgent"": ""COST_OPTIMIZE""}",0,True,True
MULTI-20251126185809-7,2025-11-26T18:58:09.121180,Curd (500g),1020,1020,3408,0,0.4274712627044762,MEDIUM,2388,"QuantityAgent: 📊 Optimal: 2916 units (EOQ: 2647, Urgency: MEDIUM) | CostAgent: 💵 Cost-optimized: 1860 units (Est. savings: $10522.00)",QuantityAgent: AvgDailySales: -1.95; CurrentStock: -1.80 | CostAgent: AvgDailySales: -1.89; CurrentStock: -1.73,Multi-Agent Consensus: 2 agents,AUTO_APPROVED,"{""QuantityAgent"": ""OPTIMIZE_QUANTITY"", ""CostAgent"": ""COST_OPTIMIZE""}",0,True,True
MULTI-20251126185809-8,2025-11-26T18:58:09.121180,Coca Cola (2L),1086,1086,3144,0,0.6050237888951411,MEDIUM,2058,"QuantityAgent: 📊 Optimal: 2712 units (EOQ: 2458, Urgency: MEDIUM) | CostAgent: 💵 Cost-optimized: 1404 units (Est. savings: $10945.41)",QuantityAgent: StockPercentage: -1.40; AvgDailySales: -0.60 | CostAgent: StockPercentage: -1.61; CurrentStock: -0.45,Multi-Agent Consensus: 2 agents,AUTO_APPROVED,"{""QuantityAgent"": ""OPTIMIZE_QUANTITY"", ""CostAgent"": ""COST_OPTIMIZE""}",0,True,True
MULTI-20251126185809-9,2025-11-26T18:58:09.121180,Bisleri Water (1L),1109,1109,2933,0,0.6947602383138477,LOW,1824,"QuantityAgent: 📊 Optimal: 2400 units (EOQ: 2389, Urgency: LOW) | CostAgent: 💵 Cost-optimized: 1248 units (Est. savings: $11203.78)",QuantityAgent: StockPercentage: -1.77; CurrentStock: -0.70 | CostAgent: StockPercentage: -1.46; AvgDailySales: -0.52,Multi-Agent Consensus: 2 agents,AUTO_APPROVED,"{""QuantityAgent"": ""OPTIMIZE_QUANTITY"", ""CostAgent"": ""COST_OPTIMIZE""}",0,True,True
MULTI-20251126185809-10,2025-11-26T18:58:09.121180,Facewash (100ml),1021,1021,3409,0,0.4274712627044762,MEDIUM,2388,"QuantityAgent: 📊 Optimal: 2916 units (EOQ: 2644, Urgency: MEDIUM) | CostAgent: 💵 Cost-optimized: 1860 units (Est. savings: $10500.07)",QuantityAgent: AvgDailySales: -1.97; CurrentStock: -1.83 | CostAgent: AvgDailySales: -1.84; CurrentStock: -1.84,Multi-Agent Consensus: 2 agents,AUTO_APPROVED,"{""QuantityAgent"": ""OPTIMIZE_QUANTITY"", ""CostAgent"": ""COST_OPTIMIZE""}",0,True,True
MULTI-20251126185809-11,2025-11-26T18:58:09.121180,Kurkure,1105,1105,3067,0,0.7052394264865293,MEDIUM,1962,"QuantityAgent: 📊 Optimal: 2652 units (EOQ: 2401, Urgency: MEDIUM) | CostAgent: 💵 Cost-optimized: 1272 units (Est. savings: $10951.49)",QuantityAgent: StockPercentage: -1.46; CurrentStock: -0.59 | CostAgent: StockPercentage: -1.48; CurrentStock: -0.58,Multi-Agent Consensus: 2 agents,AUTO_APPROVED,"{""QuantityAgent"": ""OPTIMIZE_QUANTITY"", ""CostAgent"": ""COST_OPTIMIZE""}",0,True,True
MULTI-20251126185809-12,2025-11-26T18:58:09.121180,Cheese (200g),1115,1115,2902,0,0.8061728454048565,LOW,1787,"QuantityAgent: 📊 Optimal: 2376 units (EOQ: 2370, Urgency: LOW) | CostAgent: 💵 Cost-optimized: 1200 units (Est. savings: $10807.14)",QuantityAgent: StockPercentage: -1.52; AvgDailySales: +0.61 | CostAgent: StockPercentage: -1.59; AvgDailySales: +0.35,Multi-Agent Consensus: 2 agents,AUTO_APPROVED,"{""QuantityAgent"": ""OPTIMIZE_QUANTITY"", ""CostAgent"": ""COST_OPTIMIZE""}",0,True,True
MULTI-20251126185809-13,2025-11-26T18:58:09.121180,Milk (1L),1104,1104,3066,0,0.7707952310215669,MEDIUM,1962,"QuantityAgent: 📊 Optimal: 2652 units (EOQ: 2404, Urgency: MEDIUM) | CostAgent: 💵 Cost-optimized: 1272 units (Est. savings: $10983.56)",QuantityAgent: StockPercentage: -1.59; CurrentStock: -0.50 | CostAgent: StockPercentage: -1.58; AvgDailySales: -0.51,Multi-Agent Consensus: 2 agents,AUTO_APPROVED,"{""QuantityAgent"": ""OPTIMIZE_QUANTITY"", ""CostAgent"": ""COST_OPTIMIZE""}",0,True,True
MULTI-20251126185809-14,2025-11-26T18:58:09.121180,Shampoo (250ml),1073,1073,3197,0,0.7072847172114423,MEDIUM,2124,"QuantityAgent: 📊 Optimal: 2748 units (EOQ: 2496, Urgency: MEDIUM) | CostAgent: 💵 Cost-optimized: 1500 units (Est. savings: $10829.30)",QuantityAgent: AvgDailySales: -1.94; CurrentStock: -1.69 | CostAgent: AvgDailySales: -1.79; StockPercentage: -1.67,Multi-Agent Consensus: 2 agents,AUTO_APPROVED,"{""QuantityAgent"": ""OPTIMIZE_QUANTITY"", ""CostAgent"": ""COST_OPTIMIZE""}",0,True,True
MULTI-20251126185809-15,2025-11-26T18:58:09.121180,Real Juice (1L),1086,1086,3144,0,0.6050237888951411,MEDIUM,2058,"QuantityAgent: 📊 Optimal: 2712 units (EOQ: 2458, Urgency: MEDIUM) | CostAgent: 💵 Cost-optimized: 1404 units (Est. savings: $10945.41)",QuantityAgent: StockPercentage: -1.81; CurrentStock: -0.48 | CostAgent: StockPercentage: -1.52; CurrentStock: -0.51,Multi-Agent Consensus: 2 agents,AUTO_APPROVED,"{""QuantityAgent"": ""OPTIMIZE_QUANTITY"", ""CostAgent"": ""COST_OPTIMIZE""}",0,True,True
MULTI-20251126190121-0,2025-11-26T19:01:21.240364,Chocolate,923,923,3604,0,0.7489991333297761,MEDIUM,2681,"UrgencyAgent: 📋 MEDIUM: 8.2 days supply | QuantityAgent: 📊 Optimal: 3192 units (EOQ: 2902, Urgency: MEDIUM) | CostAgent: 💵 Cost-optimized: 2544 units (Est. savings: $9454.25)",UrgencyAgent: StockPercentage: -0.89; CurrentStock: -0.53 | QuantityAgent: StockPercentage: -0.83; CurrentStock: -0.47 | CostAgent: StockPercentage: -0.80; CurrentStock: -0.47,Multi-Agent Consensus: 3 agents,AUTO_APPROVED,"{""UrgencyAgent"": ""STANDARD_REORDER"", ""QuantityAgent"": ""OPTIMIZE_QUANTITY"", ""CostAgent"": ""COST_OPTIMIZE""}",0,True,True
MULTI-20251126190121-1,2025-11-26T19:01:21.240364,Red Bull (250ml),941,941,3542,0,0.738494914581531,MEDIUM,2601,"UrgencyAgent: 📋 MEDIUM: 7.9 days supply | QuantityAgent: 📊 Optimal: 3144 units (EOQ: 2856, Urgency: MEDIUM) | CostAgent: 💵 Cost-optimized: 2424 units (Est. savings: $8879.96)",UrgencyAgent: StockPercentage: -0.87; AvgDailySales: +0.19 | QuantityAgent: StockPercentage: -0.78; AvgDailySales: +0.16 | CostAgent: StockPercentage: -0.83; AvgDailySales: +0.20,Multi-Agent Consensus: 3 agents,AUTO_APPROVED,"{""UrgencyAgent"": ""STANDARD_REORDER"", ""QuantityAgent"": ""OPTIMIZE_QUANTITY"", ""CostAgent"": ""COST_OPTIMIZE""}",0,True,True
MULTI-20251126190121-2,2025-11-26T19:01:21.240364,Soap (125g),695,695,4904,0,0.43818620348989173,HIGH,4209,"UrgencyAgent: ⚠️ HIGH PRIORITY: 3.7 days remaining | QuantityAgent: 📊 Optimal: 4464 units (EOQ: 3428, Urgency: HIGH) | CostAgent: 💵 Cost-optimized: 4944 units (Est. savings: $5892.53)",UrgencyAgent: CurrentStock: -1.02; AvgDailySales: -1.02 | QuantityAgent: AvgDailySales: -0.99; CurrentStock: -0.99 | CostAgent: AvgDailySales: -0.96; CurrentStock: -0.92,Multi-Agent Consensus: 3 agents,AUTO_APPROVED,"{""UrgencyAgent"": ""URGENT_REORDER"", ""QuantityAgent"": ""OPTIMIZE_QUANTITY"", ""CostAgent"": ""COST_OPTIMIZE""}",0,True,True
MULTI-20251126190121-3,2025-11-26T19:01:21.240364,Lays Chips,867,867,4219,0,0.7683764211571056,HIGH,3352,"UrgencyAgent: 📋 MEDIUM: 6.5 days supply | QuantityAgent: 📊 Optimal: 3960 units (EOQ: 3040, Urgency: HIGH) | CostAgent: 💵 Cost-optimized: 3564 units (Est. savings: $8207.31)",UrgencyAgent: StockPercentage: -0.80; CurrentStock: -0.52 | QuantityAgent: StockPercentage: -0.86; CurrentStock: -0.52 | CostAgent: StockPercentage: -0.87; CurrentStock: -0.43,Multi-Agent Consensus: 3 agents,AUTO_APPROVED,"{""UrgencyAgent"": ""STANDARD_REORDER"", ""QuantityAgent"": ""OPTIMIZE_QUANTITY"", ""CostAgent"": ""COST_OPTIMIZE""}",0,True,True
MULTI-20251126190121-4,2025-11-26T19:01:21.240364,Cooking Oil (1L),996,996,3340,0,0.711971687555471,MEDIUM,2344,"UrgencyAgent: 📋 MEDIUM: 9.6 days supply | QuantityAgent: 📊 Optimal: 2988 units (EOQ: 2712, Urgency: MEDIUM) | CostAgent: 💵 Cost-optimized: 2028 units (Est. savings: $9724.09)",UrgencyAgent: CurrentStock: +1.20; AvgDailySales: +1.02 | QuantityAgent: CurrentStock: +1.22; AvgDailySales: +0.98 | CostAgent: CurrentStock: +1.32; AvgDailySales: +1.06,Multi-Agent Consensus: 3 agents,AUTO_APPROVED,"{""UrgencyAgent"": ""STANDARD_REORDER"", ""QuantityAgent"": ""OPTIMIZE_QUANTITY"", ""CostAgent"": ""COST_OPTIMIZE""}",0,True,True
MULTI-20251126190121-5,2025-11-26T19:01:21.240364,Paneer (200g),824,824,4393,0,0.670221966016621,HIGH,3569,"UrgencyAgent: 📋 MEDIUM: 5.7 days supply | QuantityAgent: 📊 Optimal: 4092 units (EOQ: 3141, Urgency: HIGH) | CostAgent: 💵 Cost-optimized: 3912 units (Est. savings: $7763.89)",UrgencyAgent: AvgDailySales: -1.00; CurrentStock: -0.90 | QuantityAgent: AvgDailySales: -0.98; CurrentStock: -0.90 | CostAgent: CurrentStock: -1.01; AvgDailySales: -0.95,Multi-Agent Consensus: 3 agents,AUTO_APPROVED,"{""UrgencyAgent"": ""STANDARD_REORDER"", ""QuantityAgent"": ""OPTIMIZE_QUANTITY"", ""CostAgent"": ""COST_OPTIMIZE""}",0,True,True
MULTI-20251126190121-6,2025-11-26T19:01:21.240364,Pepsi (2L),920,920,3617,0,0.7696014341227149,MEDIUM,2697,"UrgencyAgent: 📋 MEDIUM: 8.1 days supply | QuantityAgent: 📊 Optimal: 3204 units (EOQ: 2909, Urgency: MEDIUM) | CostAgent: 💵 Cost-optimized: 2568 units (Est. savings: $9342.47)",UrgencyAgent: StockPercentage: -0.77; CurrentStock: -0.43 | QuantityAgent: StockPercentage: -0.86; CurrentStock: -0.53 | CostAgent: StockPercentage: -0.88; CurrentStock: -0.49,Multi-Agent Consensus: 3 agents,AUTO_APPROVED,"{""UrgencyAgent"": ""STANDARD_REORDER"", ""QuantityAgent"": ""OPTIMIZE_QUANTITY"", ""CostAgent"": ""COST_OPTIMIZE""}",0,True,True
MULTI-20251126190121-7,2025-11-26T19:01:21.240364,Curd (500g),793,793,4515,0,0.617006399582433,HIGH,3722,"UrgencyAgent: 📋 MEDIUM: 6.2 days supply | QuantityAgent: 📊 Optimal: 4176 units (EOQ: 3212, Urgency: HIGH) | CostAgent: 💵 Cost-optimized: 4164 units (Est. savings: $8770.90)",UrgencyAgent: AvgDailySales: -1.05; CurrentStock: -0.97 | QuantityAgent: CurrentStock: -0.97; AvgDailySales: -0.96 | CostAgent: StockPercentage: -0.95; CurrentStock: -0.93,Multi-Agent Consensus: 3 agents,AUTO_APPROVED,"{""UrgencyAgent"": ""STANDARD_REORDER"", ""QuantityAgent"": ""OPTIMIZE_QUANTITY"", ""CostAgent"": ""COST_OPTIMIZE""}",0,True,True
MULTI-20251126190121-8,2025-11-26T19:01:21.240364,Coca Cola (2L),847,847,4301,0,0.8501378674528551,HIGH,3454,"UrgencyAgent: 📋 MEDIUM: 6.6 days supply | QuantityAgent: 📊 Optimal: 4020 units (EOQ: 3087, Urgency: HIGH) | CostAgent: 💵 Cost-optimized: 3732 units (Est. savings: $8652.21)",UrgencyAgent: StockPercentage: -0.96; CurrentStock: -0.42 | QuantityAgent: StockPercentage: -0.79; CurrentStock: -0.46 | CostAgent: StockPercentage: -0.88; CurrentStock: -0.49,Multi-Agent Consensus: 3 agents,AUTO_APPROVED,"{""UrgencyAgent"": ""STANDARD_REORDER"", ""QuantityAgent"": ""OPTIMIZE_QUANTITY"", ""CostAgent"": ""COST_OPTIMIZE""}",0,True,True
MULTI-20251126190121-9,2025-11-26T19:01:21.240364,Bisleri Water (1L),917,917,3630,0,0.7696014341227149,MEDIUM,2713,"UrgencyAgent: 📋 MEDIUM: 8.1 days supply | QuantityAgent: 📊 Optimal: 3216 units (EOQ: 2917, Urgency: MEDIUM) | CostAgent: 💵 Cost-optimized: 2592 units (Est. savings: $9390.80)",UrgencyAgent: StockPercentage: -0.80; CurrentStock: -0.49 | QuantityAgent: StockPercentage: -0.91; CurrentStock: -0.53 | CostAgent: StockPercentage: -0.93; CurrentStock: -0.51,Multi-Agent Consensus: 3 agents,AUTO_APPROVED,"{""UrgencyAgent"": ""STANDARD_REORDER"", ""QuantityAgent"": ""OPTIMIZE_QUANTITY"", ""CostAgent"": ""COST_OPTIMIZE""}",0,True,True
MULTI-20251126190121-10,2025-11-26T19:01:21.240364,Rice (5kg),959,959,3476,0,0.5891954886287485,MEDIUM,2517,"UrgencyAgent: 📋 MEDIUM: 8.8 days supply | QuantityAgent: 📊 Optimal: 3096 units (EOQ: 2810, Urgency: MEDIUM) | CostAgent: 💵 Cost-optimized: 2292 units (Est. savings: $9547.89)",UrgencyAgent: StockPercentage: -0.89; AvgDailySales: +0.26 | QuantityAgent: StockPercentage: -0.91; CurrentStock: +0.20 | CostAgent: StockPercentage: -0.71; AvgDailySales: +0.25,Multi-Agent Consensus: 3 agents,AUTO_APPROVED,"{""UrgencyAgent"": ""STANDARD_REORDER"", ""QuantityAgent"": ""OPTIMIZE_QUANTITY"", ""CostAgent"": ""COST_OPTIMIZE""}",0,True,True
MULTI-20251126190121-11,2025-11-26T19:01:21.240364,Facewash (100ml),802,802,4480,0,0.629460739540783,HIGH,3678,"UrgencyAgent: 📋 MEDIUM: 6.2 days supply | QuantityAgent: 📊 Optimal: 4152 units (EOQ: 3192, Urgency: HIGH) | CostAgent: 💵 Cost-optimized: 4092 units (Est. savings: $8699.44)",UrgencyAgent: CurrentStock: -0.91; StockPercentage: -0.91 | QuantityAgent: AvgDailySales: -0.93; CurrentStock: -0.92 | CostAgent: AvgDailySales: -1.05; CurrentStock: -0.96,Multi-Agent Consensus: 3 agents,AUTO_APPROVED,"{""UrgencyAgent"": ""STANDARD_REORDER"", ""QuantityAgent"": ""OPTIMIZE_QUANTITY"", ""CostAgent"": ""COST_OPTIMIZE""}",0,True,True
MULTI-20251126190121-12,2025-11-26T19:01:21.240364,Kurkure,887,887,4136,0,0.8456718592720458,HIGH,3249,"UrgencyAgent: 📋 MEDIUM: 7.0 days supply | QuantityAgent: 📊 Optimal: 3888 units (EOQ: 2991, Urgency: HIGH) | CostAgent: 💵 Cost-optimized: 3408 units (Est. savings: $8526.03)",UrgencyAgent: StockPercentage: -0.91; CurrentStock: -0.52 | QuantityAgent: StockPercentage: -0.84; CurrentStock: -0.50 | CostAgent: StockPercentage: -0.82; CurrentStock: -0.48,Multi-Agent Consensus: 3 agents,AUTO_APPROVED,"{""UrgencyAgent"": ""STANDARD_REORDER"", ""QuantityAgent"": ""OPTIMIZE_QUANTITY"", ""CostAgent"": ""COST_OPTIMIZE""}",0,True,True
MULTI-20251126190121-13,2025-11-26T19:01:21.240364,Cheese (200g),889,889,4131,0,0.8458901269389587,HIGH,3242,"UrgencyAgent: 📋 MEDIUM: 6.9 days supply | QuantityAgent: 📊 Optimal: 3888 units (EOQ: 2986, Urgency: HIGH) | CostAgent: 💵 Cost-optimized: 3396 units (Est. savings: $8468.27)",UrgencyAgent: StockPercentage: -0.88; CurrentStock: -0.50 | QuantityAgent: StockPercentage: -0.85; CurrentStock: -0.50 | CostAgent: StockPercentage: -0.86; CurrentStock: -0.49,Multi-Agent Consensus: 3 agents,AUTO_APPROVED,"{""UrgencyAgent"": ""STANDARD_REORDER"", ""QuantityAgent"": ""OPTIMIZE_QUANTITY"", ""CostAgent"": ""COST_OPTIMIZE""}",0,True,True
MULTI-20251126190121-14,2025-11-26T19:01:21.240364,Biscuits,935,935,3564,0,0.6630611144654812,MEDIUM,2629,"UrgencyAgent: 📋 MEDIUM: 7.8 days supply | QuantityAgent: 📊 Optimal: 3168 units (EOQ: 2872, Urgency: MEDIUM) | CostAgent: 💵 Cost-optimized: 2460 units (Est. savings: $8805.69)",UrgencyAgent: StockPercentage: -0.84; AvgDailySales: +0.23 | QuantityAgent: StockPercentage: -0.90; CurrentStock: +0.22 | CostAgent: StockPercentage: -0.95; AvgDailySales: +0.31,Multi-Agent Consensus: 3 agents,AUTO_APPROVED,"{""UrgencyAgent"": ""STANDARD_REORDER"", ""QuantityAgent"": ""OPTIMIZE_QUANTITY"", ""CostAgent"": ""COST_OPTIMIZE""}",0,True,True
MULTI-20251126190121-15,2025-11-26T19:01:21.240364,Milk (1L),932,932,3573,0,0.6697392147277279,MEDIUM,2641,"UrgencyAgent: 📋 MEDIUM: 8.2 days supply | QuantityAgent: 📊 Optimal: 3168 units (EOQ: 2879, Urgency: MEDIUM) | CostAgent: 💵 Cost-optimized: 2484 units (Est. savings: $9291.06)",UrgencyAgent: StockPercentage: -0.84; AvgDailySales: +0.28 | QuantityAgent: StockPercentage: -0.74; AvgDailySales: +0.22 | CostAgent: StockPercentage: -0.90; AvgDailySales: +0.16,Multi-Agent Consensus: 3 agents,AUTO_APPROVED,"{""UrgencyAgent"": ""STANDARD_REORDER"", ""QuantityAgent"": ""OPTIMIZE_QUANTITY"", ""CostAgent"": ""COST_OPTIMIZE""}",0,True,True
MULTI-20251126190121-16,2025-11-26T19:01:21.240364,Shampoo (250ml),829,829,4371,0,0.6989072574181545,HIGH,3542,"UrgencyAgent: 📋 MEDIUM: 6.3 days supply | QuantityAgent: 📊 Optimal: 4068 units (EOQ: 3129, Urgency: HIGH) | CostAgent: 💵 Cost-optimized: 3876 units (Est. savings: $8397.21)",UrgencyAgent: CurrentStock: -0.93; AvgDailySales: -0.92 | QuantityAgent: AvgDailySales: -1.03; CurrentStock: -0.96 | CostAgent: CurrentStock: -0.97; AvgDailySales: -0.94,Multi-Agent Consensus: 3 agents,AUTO_APPROVED,"{""UrgencyAgent"": ""STANDARD_REORDER"", ""QuantityAgent"": ""OPTIMIZE_QUANTITY"", ""CostAgent"": ""COST_OPTIMIZE""}",0,True,True
MULTI-20251126190121-17,2025-11-26T19:01:21.240364,Dry Fruits (250g),988,988,3370,0,0.7016067958605965,MEDIUM,2382,"UrgencyAgent: 📋 MEDIUM: 9.5 days supply | QuantityAgent: 📊 Optimal: 3012 units (EOQ: 2734, Urgency: MEDIUM) | CostAgent: 💵 Cost-optimized: 2088 units (Est. savings: $9712.33)",UrgencyAgent: CurrentStock: +1.24; AvgDailySales: +1.01 | QuantityAgent: CurrentStock: +1.24; AvgDailySales: +1.09 | CostAgent: CurrentStock: +1.28; AvgDailySales: +1.05,Multi-Agent Consensus: 3 agents,AUTO_APPROVED,"{""UrgencyAgent"": ""STANDARD_REORDER"", ""QuantityAgent"": ""OPTIMIZE_QUANTITY"", ""CostAgent"": ""COST_OPTIMIZE""}",0,True,True
MULTI-20251126190121-18,2025-11-26T19:01:21.240364,Toothpaste (150g),720,720,4804,0,0.4712999816906187,HIGH,4084,"UrgencyAgent: ⚠️ HIGH PRIORITY: 4.5 days remaining | QuantityAgent: 📊 Optimal: 4392 units (EOQ: 3374, Urgency: HIGH) | CostAgent: 💵 Cost-optimized: 4740 units (Est. savings: $6961.31)",UrgencyAgent: CurrentStock: -0.93; AvgDailySales: -0.92 | QuantityAgent: AvgDailySales: -1.00; CurrentStock: -0.96 | CostAgent: AvgDailySales: -1.05; CurrentStock: -0.95,Multi-Agent Consensus: 3 agents,AUTO_APPROVED,"{""UrgencyAgent"": ""URGENT_REORDER"", ""QuantityAgent"": ""OPTIMIZE_QUANTITY"", ""CostAgent"": ""COST_OPTIMIZE""}",0,True,True
MULTI-20251126190121-19,2025-11-26T19:01:21.240364,Butter (100g),926,926,3595,0,0.7543600533727942,MEDIUM,2669,"UrgencyAgent: 📋 MEDIUM: 8.3 days supply | QuantityAgent: 📊 Optimal: 3192 units (EOQ: 2894, Urgency: MEDIUM) | CostAgent: 💵 Cost-optimized: 2520 units (Est. savings: $9511.28)",UrgencyAgent: StockPercentage: -0.86; AvgDailySales: +0.20 | QuantityAgent: StockPercentage: -0.80; AvgDailySales: +0.35 | CostAgent: StockPercentage: -0.75; AvgDailySales: +0.21,Multi-Agent Consensus: 3 agents,AUTO_APPROVED,"{""UrgencyAgent"": ""STANDARD_REORDER"", ""QuantityAgent"": ""OPTIMIZE_QUANTITY"", ""CostAgent"": ""COST_OPTIMIZE""}",0,True,True
